번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),판매점영업면적,,
33573,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320214950018087500001,20210216,,1,영업/정상,13,영업중,,,,,,,,전라남도 무안군 삼향읍 남악리 2072 오룡마을휴먼시아,"전라남도 무안군 삼향읍 남악2로74번길 13, 1층 102호 (오룡마을휴먼시아)",58566,GS25남악주공점,2.02105E+13,U,2021/05/30 2:40,,150190.5556,146196.7937,3.3,,
33656,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500013,20210322,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 웅천동 1876-1 여수베이원파크,"전라남도 여수시 웅천로 90, 여수베이원파크 1층 115호 (웅천동)",59792,씨유 웅천베이원파크점,2.02103E+13,I,2021/03/24 0:23,,261653.7643,138525.6125,3.3,,
33665,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320214800026087500009,20210421,,1,영업/정상,13,영업중,,,,,061-278-0748,,,전라남도 목포시 산정동 992-24 목포산정 대광로제비앙,"전라남도 목포시 양을로79번길 6, 상가동 101호 (산정동, 목포산정 대광로제비앙)",58635,GS25 산정대광점,2.02104E+13,I,2021/04/24 0:22,,143505.5677,145326.6254,59.5,,
33730,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500014,20210405,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 여서동 457-3,전라남도 여수시 여서1로 15 (여서동),59706,지에스(GS)25 여수부영점,2.02104E+13,I,2021/04/07 0:22,,264094.3631,139255.2918,100,,
33762,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500010,20210226,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 학동 85-29,"전라남도 여수시 선소로 67, 1층 (학동)",59689,씨유 여수중앙점,2.02102E+13,I,2021/02/28 0:23,,261008.312,140224.5857,51,,
33867,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320214830021087500005,20210331,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 빛가람동 190-1 토담휴로스2차,"전라남도 나주시 상야1길 8, 106호 (빛가람동)",58217,씨유 나주휴로스 2차점,2.02104E+13,I,2021/04/03 0:22,,180393.116,169252.4563,,,
33868,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320214830021087500004,20210331,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 빛가람동 135,"전라남도 나주시 석전1길 10, 우미린아파트 상가동 104호,105호 (빛가람동)",58321,(주)코리아세븐 나주혁신우미점,2.02104E+13,I,2021/04/03 0:22,,179771.1878,169825.3916,,,
33893,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320214800026087500008,20210325,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 옥암동 1253-5,전라남도 목포시 남악1로52번가길 15 (옥암동),58676,씨유 목포옥암원룸점,2.02103E+13,I,2021/03/28 0:22,,149506.3757,145910.0599,65,,
33901,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320214830021087500003,20210326,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 이창동 736-1,"전라남도 나주시 풍물시장1길 29, 1층 (이창동)",58274,세븐일레븐 나주보건소점,2.02103E+13,I,2021/04/01 0:22,,173238.1325,166203.1348,3.3,,
33916,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320214820026087500006,20210402,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 해룡면 신대리 2110,"전라남도 순천시 해룡면 송산3길 13, 1층",58013,GS25신대원룸점,2.02104E+13,I,2021/04/04 0:23,,249789.5756,158788.7081,128.64,,
33928,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500017,20210415,,1,영업/정상,13,영업중,,,,,061-686-8836,,,전라남도 여수시 화장동 733-1,전라남도 여수시 무선중앙로 48 (화장동),59641,씨유 여수무선점,2.02104E+13,I,2021/04/20 0:22,,259372.9886,141832.7451,,,
33930,안전상비의약품 판매업소,01_01_05_P,4970000,PHMH320214970018087500001,20210419,,1,영업/정상,13,영업중,,,,,,,,,전라남도 영광군 영광읍 옥당로 208,57036,미니스톱 영광스카이점,2.02104E+13,I,2021/04/22 0:23,,154419.6246,198002.1527,196.5,,
35980,안전상비의약품 판매업소,01_01_05_P,4970000,PHMH320184970018087500006,20181004,20181004,1,영업/정상,13,영업중,,,,,,,,,전라남도 영광군 법성면 굴비로 106,57014,세븐일레븐법성터미널점,2.0181E+13,I,2018/10/06 2:35,,150033.0321,206365.226,167.45,,
36036,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320184820026087500032,20181017,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 해룡면 신대리 1968번지 중흥에스-클래스 6단지 메가타운,전라남도 순천시 해룡면 좌야로 135 (중흥에스-클래스 6단지 메가타운),58006,GS25신대메가타운점,2.0181E+13,I,2018/10/18 2:35,,249634.0392,159865.5333,,,
36039,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320184830021087500009,20181030,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 송월동 1143번지 달빛마을세움트리 상가동,"전라남도 나주시 송월9길 17, 달빛마을세움트리 상가동 109,110호 (송월동)",58261,GS25 나주달빛마을점,2.0181E+13,I,2018/11/02 2:35,,173924.9676,168956.2759,0.74,,
36051,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320184840022087500014,20181031,,1,영업/정상,13,영업중,,,,,,,,,전라남도 광양시 광양읍 인덕로 1111,57740,미니스톱광양매화점,2.01811E+13,I,2018/11/03 2:35,,252988.2599,164872.968,122,,
36094,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320184820026087500029,20181011,,1,영업/정상,13,영업중,,,,,061-752-0174,,,전라남도 순천시 매곡동 50번지 65호,"전라남도 순천시 중앙로 181, 1층 (매곡동)",57940,지에스(GS)순천삼산점,2.0181E+13,U,2018/10/12 23:59,,244148.5488,162679.7606,,,
36154,안전상비의약품 판매업소,01_01_05_P,4910000,PHMH320184910015087500002,20180828,,1,영업/정상,13,영업중,,,,,061-867-0061,,,,전라남도 장흥군 회진면 회진로 435-1,59360,씨유 장흥회진점,2.01808E+13,I,2018/10/04 11:12,,194436.0686,109599.8203,3.3,,
36161,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320184930013087500007,20181018,,1,영업/정상,13,영업중,,,,,,,,전라남도 해남군 해남읍 수성리 199번지 8호,전라남도 해남군 해남읍 명문길 21,59023,세븐일레븐 해남웰빙점,2.0181E+13,I,2018/10/20 2:35,,163036.233,119781.8621,66,,
36162,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320184930013087500008,20181018,,1,영업/정상,13,영업중,,,,,,,,전라남도 해남군 송지면 송호리 808번지,전라남도 해남군 송지면 땅끝해안로 1778,59065,씨유 해남송호점,2.0181E+13,I,2018/10/20 2:35,,155543.3692,91292.83586,100.86,,
36185,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320184810029087500035,20181029,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 국동 1053번지,전라남도 여수시 신월로 640-1 (국동),59761,미니스톱 여수국동점,2.0181E+13,I,2018/10/31 2:35,,265442.3754,136928.0574,83,,
36218,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320224930013087500001,20220629,,1,영업/정상,13,영업중,,,,,,,,전라남도 해남군 화산면 석호리 882-5 슈퍼,"전라남도 해남군 화산면 송평로 605, 슈퍼 1층",59049,이마트24 해남화산점,2.02206E+13,I,2022/07/02 0:22,,152680.6698,106017.2843,98,,
36253,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320224800026087500017,20220629,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 대성동 222 목포대성엘에이치천년나무아파트,"전라남도 목포시 양을로 42, 상가동 106호 (대성동, 목포대성엘에이치천년나무아파트)",58711,씨유 목포천년나무점,2.02206E+13,I,2022/07/02 0:22,,143356.8549,144848.6671,3.3,,
39451,안전상비의약품 판매업소,01_01_05_P,4880000,PHMH320184880017087500007,20181228,,1,영업/정상,13,영업중,,,,,061-841-0481,,,전라남도 고흥군 도양읍 봉암리 1615번지 10호 소매점,"전라남도 고흥군 도양읍 천마로 65, 소매점",59555,CU 고흥녹동터미널,2.01812E+13,I,2018/12/30 2:20,,212677.5317,114892.6813,143.07,,
39475,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320184810029087500038,20181219,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 덕충동 2038번지 엑스포힐스테이트1단지,"전라남도 여수시 박람회길 57, 엑스포힐스테이트1단지 105동 106호 (덕충동)",59723,씨유 힐스테이트점,2.01812E+13,I,2018/12/21 2:20,,267826.2677,139626.8206,128,,
39484,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320184810029087500036,20181116,,1,영업/정상,13,영업중,,,,,061-684-8899,,,전라남도 여수시 신기동 75번지 4호,전라남도 여수시 새터로 64 (신기동),59684,GS25 여수신기점,2.01811E+13,I,2018/11/18 2:35,,261659.2448,140534.2539,120,,
39517,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320184900013087500006,20181213,,1,영업/정상,13,영업중,,,,,375-3907,,,전라남도 화순군 화순읍 만연리 238번지 8호,전라남도 화순군 화순읍 만연로 66-13,58117,씨유(CU)화순광덕점,2.01812E+13,I,2018/12/15 2:20,,199154.5943,173630.6182,3.3,,
39533,안전상비의약품 판매업소,01_01_05_P,4920000,PHMH320184920011087500002,20181224,,1,영업/정상,13,영업중,,,,,061-434-3500,,,,전라남도 강진군 강진읍 보은로1길 22,59233,세븐일레븐 강진읍점,2.01912E+13,U,2019/12/05 2:40,,178817.7682,126680.1103,148,,
39537,안전상비의약품 판매업소,01_01_05_P,4920000,PHMH320184920011087500001,20181130,,1,영업/정상,13,영업중,,,,,,,,,전라남도 강진군 강진읍 중앙로 115,59229,미니스톱 강진산호점,2.02112E+13,U,2021/12/08 2:40,,178772.7393,126865.4411,66,,
39603,안전상비의약품 판매업소,01_01_05_P,4940000,PHMH320184940017087500005,20181220,,1,영업/정상,13,영업중,,,,,,,,전라남도 영암군 삼호읍 용앙리 390번지 1호 영암삼호퀸스빌2차아파트,"전라남도 영암군 삼호읍 삼호중앙로 129, 상가동 104호 (영암삼호퀸스빌2차아파트)",58459,GS25삼호퀸스빌점,2.01812E+13,I,2018/12/22 2:20,,150887.668,138650.6502,151,,
39702,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320184950018087500006,20181205,,1,영업/정상,13,영업중,,,,,061-282-2213,,,전라남도 무안군 삼향읍 남악리 2532번지 근화베아채스위트,"전라남도 무안군 삼향읍 남악5로22번길 20, 1층 101호 (근화베아채스위트)",58578,씨유남악베아채점,2.01812E+13,I,2018/12/08 2:20,,151734.0096,145428.4999,3.3,,
39746,안전상비의약품 판매업소,01_01_05_P,4890000,PHMH320184890020087500001,20181127,,1,영업/정상,13,영업중,,,,,852-2931,,,전라남도 보성군 보성읍 원봉리 5번지 20호,전라남도 보성군 보성읍 현충로 14,59458,GS25보성해그린점,2.01812E+13,U,2018/12/09 2:40,,206818.4869,140538.7139,3,,
39795,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320184810029087500037,20181116,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 여수시 소라면 주삼덕양로 6, 1층",59649,씨유 여수소라점,2.01811E+13,I,2018/11/18 2:35,,257911.1326,143786.4715,89,,
39837,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320184800026087500021,20181122,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 산정동 1202번지 신안비치아파트,"전라남도 목포시 청호로 205, 신안비치아파트 상가동 108호 (산정동)",58624,씨유목포신안점,2.02109E+13,U,2021/09/05 2:40,,142255.5642,145668.3412,0,,
39838,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320184820026087500034,20181122,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 장천동 78번지 6호,"전라남도 순천시 중앙로 38, 1층 (장천동)",57956,씨유순천장천점,2.01811E+13,I,2018/11/24 2:36,,244280.5022,161306.1225,,,
39844,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320184820026087500036,20181210,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 조례동 1593번지 8호,전라남도 순천시 기적의도서관1길 10 (조례동),57968,씨유(CU)순천금당점,2.01812E+13,I,2018/12/13 2:20,,247797.1863,161836.4542,,,
39886,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320184800026087500023,20181217,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 산정동 1808번지 3호,전라남도 목포시 죽교천로122번길 3 (산정동),58715,GS25목포북항점,2.01812E+13,I,2018/12/20 2:20,,142230.0636,145055.8839,88,,
40027,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500035,20201209,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 연향동 1345 대우아파트,"전라남도 순천시 연향2로 55, 상가동 101-1,101-2호 (연향동, 대우아파트)",57976,세븐일레븐 순천연향대우점,2.02108E+13,U,2021/08/26 2:40,,247539.0592,161225.4157,106.2,,
40028,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500036,20201209,,1,영업/정상,13,영업중,,,,,061-754-8854,,,전라남도 순천시 조례동 1693-7 1층,"전라남도 순천시 남신월2길 11, 1층 (조례동)",57949,씨유순천조례슈퍼맨점,2.02012E+13,I,2020/12/12 0:23,,247371.0351,162041.566,32.96,,
40029,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500037,20201211,,1,영업/정상,13,영업중,,,,,061-724-3888,,,전라남도 순천시 조례동 1361 1층,"전라남도 순천시 봉화1길 23, 1층 (조례동)",57951,씨유순천조례봉화점,2.02012E+13,I,2020/12/18 0:23,,246802.9844,161740.2201,,,
40033,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320204840022087500020,20201216,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 광양읍 덕례리 1761-1,전라남도 광양시 광양읍 갈티로 54,57761,지에스25덕례수시아점,2.02012E+13,I,2020/12/18 0:23,,251723.514,163487.6279,82,,
40076,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320214800026087500002,20210112,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 옥암동 1244 목포옥암2휴먼시아,"전라남도 목포시 남악1로52번길 35-8, 분산상가동 102-103호 (옥암동, 목포옥암2휴먼시아)",58677,세븐일레븐 목포옥암부티크점,2.02101E+13,I,2021/01/14 0:23,,149618.9277,146132.727,3.3,,
40189,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500039,20201221,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 오천동 952 대광로제비앙지에이그린웰 상가동 102~3호,"전라남도 순천시 오천7길 29, 상가동 102,103호 (오천동, 대광로제비앙지에이그린웰)",57999,GS25오천로제비앙점,2.02012E+13,I,2020/12/23 0:23,,245097.9284,159824.9895,70.2,,
40193,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320214830021087500001,20210108,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 송월동 1095-9,전라남도 나주시 예향로 4079 (송월동),58263,미니스톱나주시청점,2.02101E+13,I,2021/01/13 0:23,,173795.6019,168741.3148,,,
40194,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500003,20210111,,1,영업/정상,13,영업중,,,,,080-080-3663,,,전라남도 여수시 문수동 2-18,전라남도 여수시 문수로 142 (문수동),59714,씨유 여수문수그린점,2.02101E+13,I,2021/01/13 0:23,,264850.5652,140046.9657,3.3,,
40206,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320204950018087500013,20201130,,1,영업/정상,13,영업중,,,,,,,,전라남도 무안군 삼향읍 남악리 2231 1층,"전라남도 무안군 삼향읍 대죽동로 46, 1층",58567,씨유 남악어반점,2.02011E+13,I,2020/12/02 0:23,,150921.0529,146139.8438,3.3,,
40244,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320214810029087500001,20210105,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 문수동 929 대성베르힐,"전라남도 여수시 여문2로 128-38, 116동 B201, B202호 (문수동, 대성베르힐)",59703,지에스25 여수대성베르힐점,2.02101E+13,I,2021/01/07 0:23,,,,72,,
40246,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500034,20201130,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 해룡면 신대리 1986-3,전라남도 순천시 해룡면 신대3길 20,58011,세븐일레븐순천신대점,2.02011E+13,I,2020/12/02 0:23,,250283.8521,159592.3906,95,,
40270,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500040,20201222,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 해룡면 신대리 2010-4,"전라남도 순천시 해룡면 매안5길 21-2, 1층",58016,미니스톱신대타운점,2.02012E+13,I,2020/12/24 0:23,,250491.6287,159374.7621,81,,
40360,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320204800026087500023,20201202,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 상동 801,"전라남도 목포시 하당로213번길 20, 1층 (상동)",58660,지에스(GS)25 하당원룸점,2.02012E+13,I,2020/12/06 0:23,,146724.4831,145831.0632,3.3,,
40411,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320204840022087500019,20201126,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 광양읍 인서리 476-4 부영아파트,"전라남도 광양시 광양읍 인서4길 19, 부영아파트 1층 106,107호",57755,씨유광양부영알짜점,2.02011E+13,I,2020/11/28 0:23,,253218.4993,163394.781,72,,
40413,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320204800026087500022,20201125,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 석현동 850 석현동 서희스타힐스,"전라남도 목포시 영산로 719-29, 상가동 101호 (석현동, 석현동 서희스타힐스)",58607,씨유(CU) 목포서희점,2.02011E+13,I,2020/11/28 0:23,,146614.2508,147505.1367,3.3,,
