fid,field_1,Unnamed: 0,약국명_y,주소_y,전화번호,좌표정보(X),좌표정보(Y),월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,시도명,시군구명,읍면명,회관명,소재지,Latitude,Longitude,규모(제곱미터),데이터기준일자,마을회관명,소재지도로명주소,회원수,대표자,대지면적,건축면적,경로당명,주소,연락처,연번,명칭,관장,시설소재지,시설설치일,위탁 또는 운영단체,보건소명,일반전화,팩스,우편번호,도로명주소,위치,시군명,기관장,기관명,소재지 (도로명 주소),진료과목,진료시간,비고,layer,path,ringId,distance,NUMPOINTS
"1377",,,,,,,,,,,,,,,,,,,,,35.172524,126.5381886,,,,,,,,,광암,전라남도 함평군 해보면 용천사길 56-130,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,6
"1378",,,,,,,,,,,,,,,,,,,,,35.1512098,126.5469313,,,,,,,,,각궁,전라남도 함평군 해보면 각궁길 45,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,2
"1379",,,,,,,,,,,,,,,,,,,,,35.182528,126.6018531,,,,,,,,,해보,전라남도 함평군 해보면 밀재로 1267-40,061-323-0443,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,14
"1380",,,,,,,,,,,,,,,,,,,,,35.1641372,126.5447136,,,,,,,,,오두,전라남도 함평군 해보면 올림픽로 1048-45,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,4
"1381",,,,,,,,,,,,,,,,,,,,,35.1554908,126.6308586,,,,,,,,,내세,전라남도 함평군 월야면 내세길 6,061-323-2667,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,7
"1382",,,,,,,,,,,,,,,,,,,,,35.1585318,126.627425,,,,,,,,,외세,전라남도 함평군 월야면 외세길 30-2,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,14
"1383",,,,,,,,,,,,,,,,,,,,,35.1601999,126.6236609,,,,,,,,,수창,전라남도 함평군 월야면 용머리길 172,061-323-7522,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,12
"1384",,,,,,,,,,,,,,,,,,,,,35.1626203,126.6236849,,,,,,,,,월봉,전라남도 함평군 월야면 월야월봉길 20-11,061-323-9507,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,9
"1385",,,,,,,,,,,,,,,,,,,,,35.1575411,126.6200323,,,,,,,,,용두,전라남도 함평군 월야면 용머리길 125,061-323-1147,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,10
"1386",,,,,,,,,,,,,,,,,,,,,35.1614613,126.6407049,,,,,,,,,양지,전라남도 함평군 월야면 갈동길 146-3,061-323-1412,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,8
"1387",,,,,,,,,,,,,,,,,,,,,35.1659275,126.6299801,,,,,,,,,방축,전라남도 함평군 월야면 방축길 13,061-323-7002,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,11
"1388",,,,,,,,,,,,,,,,,,,,,35.1645533,126.6427455,,,,,,,,,덕령,전라남도 함평군 월야면 덕령길 22,061-323-3334,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,7
"1389",,,,,,,,,,,,,,,,,,,,,35.1737008,126.6410281,,,,,,,,,석보,전라남도 함평군 월야면 갈동길 296-6,061-323-1907,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,10
"1390",,,,,,,,,,,,,,,,,,,,,35.1838809,126.6495077,,,,,,,,,백야,전라남도 함평군 월야면 백야길 116-165,061-323-5755,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,2
"1391",,,,,,,,,,,,,,,,,,,,,35.1725479,126.6624004,,,,,,,,,외치,전라남도 함평군 월야면 외치길 11-76,061-324-7799,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,2
"1392",,,,,,,,,,,,,,,,,,,,,35.1791626,126.6309876,,,,,,,,,월야면,전라남도 함평군 월야면 밀재로 1543,061-323-3048,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1393",,,,,,,,,,,,,,,,,,,,,35.1791626,126.6309876,,,,,,,,,월야여,전라남도 함평군 월야면 밀재로 1543,061-323-7856,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1394",,,,,,,,,,,,,,,,,,,,,35.1798934,126.6318503,,,,,,,,,월야1리,전라남도 함평군 월야면 전하길 63-4,061-323-1333,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1395",,,,,,,,,,,,,,,,,,,,,35.1782193,126.6355835,,,,,,,,,월야문화마을,전라남도 함평군 월야면 문화마을길 6-13,061-323-2235,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1396",,,,,,,,,,,,,,,,,,,,,35.1828812,126.6386323,,,,,,,,,순촌,전라남도 함평군 월야면 순송길 76,061-322-7116,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1397",,,,,,,,,,,,,,,,,,,,,35.1854499,126.6263248,,,,,,,,,장동,전라남도 함평군 월야면 문화로 655,061-323-9409,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1398",,,,,,,,,,,,,,,,,,,,,35.1893787,126.6274236,,,,,,,,,평촌,전라남도 함평군 월야면 월삼길 9,061-323-1217,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,6
"1399",,,,,,,,,,,,,,,,,,,,,35.1761254,126.6304622,,,,,,,,,금석,전라남도 함평군 월야면 금석길 49-1,061-323-8527,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1400",,,,,,,,,,,,,,,,,,,,,35.1805432,126.6265918,,,,,,,,,전하(월야5리),전라남도 함평군 월야면 전하길 7,061-322-1904,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1401",,,,,,,,,,,,,,,,,,,,,35.1882385,126.639328,,,,,,,,,지변,전라남도 함평군 월야면 팔열부길 111,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,5
"1402",,,,,,,,,,,,,,,,,,,,,35.1895159,126.6384579,,,,,,,,,월악,전라남도 함평군 월야면 사인정길 15,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,6
"1403",,,,,,,,,,,,,,,,,,,,,35.1906466,126.6344941,,,,,,,,,성주,전라남도 함평군 월야면 월삼길 64-31,061-323-1163,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,8
"1404",,,,,,,,,,,,,,,,,,,,,35.1997873,126.6359487,,,,,,,,,봉덕,전라남도 함평군 월야면 봉덕길 164,061-323-7308,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,10
