,NO,약국명,대표전화,주소,월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,lat,lng
3798,3799,365열린약국,02-3666-0784,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 105호 (개봉동)",08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,37.49399577225,126.858255129585
3799,3800,유한약국,02-2272-4746,"서울특별시 종로구 종로 230-2, 1층 (종로5가)",08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,37.5707828960818,127.003398953096
3800,3801,합정파란문약국,02-337-6209,"서울특별시 마포구 월드컵로1길 14, 206호 (합정동, 마포 한강 푸르지오)",10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,37.5500497954747,126.912061257921
3801,3802,경희자연한약국,02-412-0705,"서울특별시 강남구 논현로95길 29-13, 2층 (역삼동)",09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,-,-,-,37.5010799233411,127.034186353468
3802,3803,대학솔약국,02-923-3338,"서울특별시 동대문구 안암로 158, 1층 (제기동)",10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,37.5886085198823,127.035289628608
3803,3804,신중앙약국,02-822-0443,서울특별시 동작구 흑석로 103 (흑석동),08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,13:00~24:00,13:00~24:00,13:00~24:00,37.5078634863017,126.960827415275
3804,3805,서초당약국,02-521-9443,"서울특별시 서초구 서초중앙로 107 (서초동, 삼화빌딩)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~19:00,10:30~19:30,-,37.4914514036587,127.013780661249
3805,3806,삼성정문약국,02-3412-4416,서울특별시 강남구 일원로 95 (일원동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,37.4857363331786,127.083524202025
3806,3807,소아제일약국,02-711-2223,"서울특별시 용산구 청파로 383-8, (서계동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:30,09:00~18:00,-,37.5541562532905,126.968484366648
3807,3808,서울시니어스약국,02-2237-5123,"서울특별시 중구 다산로 72, 송도병원 서울시니어스타워 1층 (신당동)",08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~16:30,-,-,37.5509031659541,127.008063451732
3808,3809,나무약국,02-585-5410,"서울특별시 서초구 명달로 106, 원영빌딩 1층 (서초동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,37.4866082156543,127.004446568458
3809,3810,항동푸른약국,02-2615-8279,"서울특별시 구로구 항동로3길 6, 가온 프라자 105호 (항동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~14:00,09:00~14:00,09:00~14:00,37.4808134179081,126.824263948518
3810,3811,그린약국,02-755-7525,"서울특별시 중구 세종대로7길 37, 지하1층 (순화동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,10:00~14:30,-,-,37.5607512032557,126.972489681085
3811,3812,동화약국,02-2234-9666,서울특별시 중구 다산로34길 47 (신당동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.5617599436355,127.017100692161
3812,3813,신중앙약국,02-2237-9602,서울특별시 중구 퇴계로 436 (신당동),07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,-,-,37.5654786316116,127.019937028094
3813,3814,좋은약국,02-2252-1621,"서울특별시 중구 다산로 114-8, 1층 (신당동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,-,37.5539569140117,127.010426453893
3814,3815,하트약국,02-766-8991,"서울특별시 종로구 대학로 128, 1층 (동숭동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,12:00~21:00,12:00~20:00,37.5827050632274,127.002157191151
3815,3816,동서울약국,02-452-0015,"서울특별시 광진구 강변역로 50, 동서울종합터미널 124호 (구의동)",08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,37.5345385101597,127.094184050922
3816,3817,목동행복한약국,02-6952-5777,서울특별시 양천구 목동동로 309 지하1층 (목동),10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,37.5291435349019,126.876008647904
3817,3818,용한약국,02-427-9119,서울특별시 강동구 상암로47길 80-21 (명일동),10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,37.5500779433918,127.145725215076
3818,3819,올리브약국,02-2268-5999,서울특별시 중구 퇴계로 222 (필동2가),08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~13:00,-,-,37.5615394822515,126.996408264215
3819,3820,수서역약국,02-3412-5533,서울특별시 강남구 광평로 지하 270 수서역 지하 1층 (수서동),08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,37.4873889933503,127.101859191018
3820,3821,맘이편한약국,02-888-8848,"서울특별시 관악구 신림로 357, 1층 (신림동)",09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,37.4861839329808,126.929130181978
3821,3822,글로리아약국,02-3216-6700,"서울특별시 종로구 평창문화로 75, A109호 (평창동, 글로리아타운)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,37.606862635259,126.96900620111
3822,3823,더블유스토어하이약국,070-4117-8275,"서울특별시 서초구 사임당로 39, 한성빌딩 (서초동)",09:00~15:30,09:00~15:30,09:00~15:30,09:00~15:30,09:00~15:30,09:00~15:30,-,-,37.4884189352008,127.014095010132
3823,3824,서초로하스약국,02-3471-2662,"서울특별시 서초구 서초중앙로 39, 21세기 병원 1층 (서초동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~17:00,10:00~17:00,10:00~17:00,37.4852789881319,127.015712528164
3824,3825,수약국,02-930-0580,"서울특별시 노원구 노해로 480 (상계동, 1층)",09:00~20:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,37.6541794204255,127.061435135164
3825,3826,신사스타약국,02-517-0072,"서울특별시 서초구 강남대로 621, 1층 (잠원동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:30,-,-,37.5171318016078,127.018788592522
3826,3827,광주약국,02-591-0075,"서울특별시 동작구 동작대로 127, 1층 (사당동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,37.48797050529,126.981944519271
3827,3828,에버그린약국,02-6052-5071,"서울특별시 서대문구 신촌역로 7, 신촌푸르지오시티 103호 (대현동)",10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~16:00,-,-,37.5573527481625,126.942500021232
3828,3829,파랑약국,02-2604-5480,"서울특별시 강서구 화곡로 339, 오선빌딩 1층 (화곡동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,-,-,-,37.5541156018339,126.851040750463
3829,3830,튼튼약국,02-3492-2828,"서울특별시 도봉구 방학로 169, 1층 (방학동)",08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~15:00,-,-,37.6621584299644,127.033409166237
3830,3831,래미안약국,02-981-9993,"서울특별시 성북구 숭인로 50, 상가동 2302호 (길음동, 래미안길음센터피스)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,37.61198667089,127.02878397742
3831,3832,누리온누리약국,02-446-0245,"서울특별시 광진구 자양로15길 18, 1층 (자양동, 혜성빌딩)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.535821774302,127.082545105767
3832,3833,논현수약국,02-542-0325,"서울특별시 강남구 선릉로 705, 1층 (논현동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,37.5179597799721,127.040763758142
3833,3834,우리온누리약국,02-363-8855,"서울특별시 서대문구 통일로 87, NH농협생명빌딩 지하1층 (미근동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,-,37.5627767312819,126.968512766878
3834,3835,압구정엘약국,02-512-9900,"서울특별시 강남구 압구정로28길 13, 1층 (신사동)",09:00~20:30,09:00~20:00,09:00~20:30,09:00~20:00,09:00~20:30,09:00~16:00,-,-,37.5256658421645,127.027853897339
3835,3836,온누리대산약국,02-853-4967,"서울특별시 관악구 시흥대로 560, 1층 (신림동)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,17:00~22:00,-,37.4829262301224,126.901999065663
3836,3837,정문약국,02-408-7461,서울특별시 송파구 양재대로60길 3-12 (가락동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~15:00,-,-,37.4987360336861,127.117272278526
3837,3838,청담약국,02-540-6193,"서울특별시 강남구 학동로 503, 한성빌딩 1층 106호 (청담동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,37.519180177066,127.050790458655
3838,3839,다나약국,02-437-1357,서울특별시 중랑구 사가정로49길 50 (면목동),08:50~19:00,08:50~19:00,08:50~19:00,08:50~19:00,08:50~19:00,08:50~15:00,-,-,37.5831645672121,127.086928287084
3839,3840,온누리자혜약국,02-2687-2770,서울특별시 구로구 개봉로 66 (개봉동),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~15:00,-,-,37.4915525068167,126.856236802961
3840,3841,행복한약국,02-393-1137,"서울특별시 마포구 신촌로 270, 308호 (아현동, 수창빌딩)",09:00~21:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~21:00,09:00~15:00,-,-,37.5571213001608,126.955710653541
3841,3842,온누리정문약국,02-2677-3939,"서울특별시 영등포구 버드나루로7길 9, 1층 (영등포동2가)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~13:30,-,-,37.5227697508011,126.909780015058
3842,3843,더건강약국,02-2699-2275,"서울특별시 강서구 강서로 206, 1층 (화곡동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,37.5445253885171,126.838042848917
3843,3844,신한약국,02-2247-6565,서울특별시 동대문구 장한로 170 (장안동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,09:00~13:00,-,37.5754486923863,127.07228254527
3844,3845,수빈온누리약국,02-471-2276,서울특별시 강동구 풍성로 116 (성내동),08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~15:00,-,-,37.5318890337585,127.124961187675
3845,3846,솔샘약국,02-988-2209,서울특별시 강북구 솔샘로 295-1 (미아동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,37.6182871633771,127.025380874315
3846,3847,삼성늘푸른약국,02-993-5757,"서울특별시 도봉구 도봉로 476, 206호(창동,삼성쉐르빌퍼스티)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,-,-,37.6478780991231,127.034762530071
3847,3848,부자약국,02-793-7715,"서울특별시 용산구 대사관로30가길 1, 1층(한남동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.5321223359715,127.00544137716
3848,3849,부원약국,02-463-4247,"서울특별시 성동구 성덕정길 80, (성수동2가)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:00,-,-,37.537778582132,127.052397872398
3849,3850,부부정약국,02-2676-8288,서울특별시 영등포구 양평로 64,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~15:00,-,-,37.5351397125293,126.899965832636
3850,3851,보현약국,02-833-2623,"서울특별시 영등포구 신풍로 77 (신길동, 래미안에스티움)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,09:00~15:00,-,37.5004196071802,126.911544544308
3851,3852,보윤약국,02-979-3353,"서울특별시 노원구 동일로192길 20, 1층 (공릉동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.6259010439689,127.074257813726
3852,3853,보림사약국,02-793-2700,서울특별시 용산구 한강대로62나길 20 (용산동3가),09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~13:00,-,-,37.5343936424521,126.974863231981
3853,3854,밝은약국,02-2231-7568,서울특별시 중구 다산로 258 1층 102호,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,09:00~14:00,-,-,37.5657948536437,127.016623843671
3854,3855,믿음약국,02-888-2104,서울특별시 관악구 봉천로 534,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,-,09:30~22:30,37.4786880790034,126.956980379831
3855,3856,임마누엘온누리약국,02-534-2678,"서울특별시 서초구 방배로 244, 1층 (방배동)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~18:00,-,-,37.4948765576155,126.989483044489
3856,3857,은혜성모약국,02-388-1500,"서울특별시 은평구 통일로 1030, 은평헤스티아 103호 (진관동)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,37.6341922549283,126.917695482942
3857,3858,행복한온누리약국,02-416-8173,"서울특별시 강동구 동남로73길 26, 203호 (명일동, 고덕복합빌딩)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~15:00,-,-,37.5532988356176,127.154782936805
3858,3859,서래비비약국,02-548-3433,"서울특별시 서초구 방배로 232, 1층 (방배동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,37.4939546072152,126.990061015148
3859,3860,우성약국,02-2667-3300,"서울특별시 강서구 수명로 80, 베스트프라자빌딩 102호 (내발산동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-,37.5532272483636,126.826392872773
3860,3861,서울온누리약국,02-3453-9557,"서울특별시 강남구 역삼로77길 23 (대치동, 성도빌딩)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,37.503967639381,127.055935727133
3861,3862,문정우리들약국,02-2283-1522,"서울특별시 송파구 법원로 114, 엠스테이트 C-218호 (문정동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,10:00~16:00,10:00~16:00,37.4860552797801,127.12100938212
3862,3863,일번지약국,02-567-2501,"서울특별시 강남구 강남대로84길 23, 1층 106호 (역삼동)",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,10:00~19:00,-,10:00~18:00,37.4971298698887,127.0303844347
3863,3864,목동즐거운약국,02-2644-3903,서울특별시 양천구 목동로 210,09:30~20:00,09:30~20:00,09:30~20:00,09:30~20:00,09:30~20:00,09:30~16:00,-,-,37.5273834294204,126.864447323512
3864,3865,아름다운우리약국,02-564-7582,서울특별시 강남구 논현로 327,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~21:00,-,11:00~21:00,37.4944617806227,127.03960456549
3865,3866,가족건강약국,02-822-9095,"서울특별시 동작구 등용로 115, 101호 (대방동, 엘리시아빌딩)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,37.5114464461348,126.931753795645
3866,3867,금성약국,02-584-4780,"서울특별시 동작구 사당로16길 68, 지하1층 (사당동)",08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~14:00,-,-,37.4807578225041,126.971732585264
3867,3868,독수리약국,02-3147-0770,"서울특별시 서대문구 연세로 36, 독수리빌딩 1층, 2층 (창천동)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~15:00,-,-,37.5587839163385,126.937240313986
3868,3869,중의당약국,02-402-9508,서울특별시 송파구 새말로 134 (문정동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.4829769123873,127.128833865415
3869,3870,즐거운약국,02-714-7588,서울특별시 마포구 큰우물로 53,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,-,-,-,37.5422914154608,126.94462959649
3870,3871,지선약국,02-376-2534,"서울특별시 마포구 월드컵북로 185, (성산동)",10:00~21:30,10:00~21:30,10:00~21:30,10:00~21:30,10:00~21:30,10:00~21:30,15:00~21:00,-,37.5679107220084,126.907945311068
3871,3872,정온누리약국,02-501-9112,서울특별시 강남구 도곡로 409,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~16:00,-,-,37.4973692137569,127.055167024731
3872,3873,정성약국,02-2208-6521,"서울특별시 중랑구 동일로 752 (중화동, 중화한신아파트)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,37.5970090851956,127.082070702444
3873,3874,정문약국,02-324-4650,"서울특별시 서대문구 연세로 41, (창천동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,37.5592388458024,126.936763901223
3874,3875,정약국,02-706-4730,"서울특별시 마포구 마포대로 68, 1층 112호 (도화동, 마포아크로타워)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~14:00,-,-,37.5413421541668,126.948897374412
3875,3876,정암산약국,02-803-8822,"서울특별시 금천구 시흥대로 192, (시흥동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,37.4510985720341,126.902336027059
3876,3877,정신약국,02-532-0469,"서울특별시 서초구 방배로 196, (방배동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,37.491057918019,126.991883620941
3877,3878,모건약국,02-554-5679,"서울특별시 강남구 테헤란로 120, 상경빌딩 1층 (역삼동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,09:00~17:00,-,-,37.4985885669089,127.030856939816
3878,3879,수온누리약국,02-581-6678,"서울특별시 동작구 동작대로 65, 1층 (사당동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,37.4823721250963,126.981589944031
3879,3880,서현약국,02-792-2622,"서울특별시 용산구 이촌로 200, (이촌동)",09:00~19:00,09:00~19:00,09:00~18:30,09:00~19:00,09:00~19:00,09:00~14:30,-,-,37.5209511026518,126.969343240712
3880,3881,신풍약국,02-841-3004,서울특별시 영등포구 신길로 36-1 (신길동),08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,09:00~19:00,-,-,37.4958654236706,126.908640055254
3881,3882,신풍시장약국,02-834-0621,"서울특별시 영등포구 가마산로 442 (신길동, 래미안프레비뉴)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~14:00,-,-,37.5049819420382,126.909527051265
3882,3883,신코아약국,02-734-9020,서울특별시 종로구 종로12길 23,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.5689537143861,126.98591190076
3883,3884,신촌성은약국,02-717-8384,"서울특별시 마포구 서강로 138, 1층(노고산동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,-,37.5541612117403,126.935976897481
3884,3885,지영약국,02-554-5621,서울특별시 강남구 영동대로 221 (대치동) 101호,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.4986572925855,127.068117178661
3885,3886,지영오행당약국,02-766-9438,"서울특별시 종로구 성균관로 32-2, (명륜2가)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:30~22:00,11:00~21:00,-,37.5855430852476,126.997070460793
3886,3887,지용약국,02-415-2336,"서울특별시 송파구 백제고분로48길 27, 성우빌딩 (방이동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.5109332993936,127.116084404313
